username,survey_id,cohort,cohort_code,variant,graph,ai_error_exposed,step,task_order,video_id,delegation_raw,delegation_label,post_trust_raw,post_trust_reported,post_trust_within,mean_post_trust
anon_8db6b4d998dc996b,16,early,0,B,0,0,5,4,Sequence_T3_572,2,totally,4,5,0.4285714285714284,3.5714285714285716
anon_8db6b4d998dc996b,16,early,0,B,0,0,6,5,Sequence_T3_6325,2,totally,4,5,0.4285714285714284,3.5714285714285716
anon_8db6b4d998dc996b,16,early,0,B,0,0,7,6,Sequence_T1_1303,2,totally,4,5,0.4285714285714284,3.5714285714285716
anon_8db6b4d998dc996b,16,early,0,B,0,0,8,7,Sequence_T1_6484,2,totally,4,5,0.4285714285714284,3.5714285714285716
anon_99d63ecdae8aba09,65,early,0,A,1,0,2,1,Sequence_T1_5310,1,verify,2,3,0.5714285714285714,1.4285714285714286
anon_99d63ecdae8aba09,65,early,0,A,1,0,3,2,Sequence_T2_1728,0,never,2,3,0.5714285714285714,1.4285714285714286
anon_99d63ecdae8aba09,65,early,0,A,1,0,4,3,Sequence_T1_4301,0,never,2,3,0.5714285714285714,1.4285714285714286
anon_99d63ecdae8aba09,65,early,0,A,1,0,5,4,Sequence_T3_572,0,never,1,2,-0.4285714285714286,1.4285714285714286
anon_99d63ecdae8aba09,65,early,0,A,1,0,6,5,Sequence_T3_6325,0,never,1,2,-0.4285714285714286,1.4285714285714286
anon_99d63ecdae8aba09,65,early,0,A,1,0,7,6,Sequence_T1_1303,0,never,1,2,-0.4285714285714286,1.4285714285714286
anon_99d63ecdae8aba09,65,early,0,A,1,0,8,7,Sequence_T1_6484,1,verify,1,2,-0.4285714285714286,1.4285714285714286
anon_9d41a710ace04a6a,83,late,1,A,1,1,2,1,Sequence_T1_4301,1,verify,4,5,0.1428571428571428,3.857142857142857
anon_9d41a710ace04a6a,83,late,1,A,1,1,3,2,Sequence_T1_5310,1,verify,4,5,0.1428571428571428,3.857142857142857
anon_9d41a710ace04a6a,83,late,1,A,1,1,4,3,Sequence_T3_6325,1,verify,4,5,0.1428571428571428,3.857142857142857
anon_9d41a710ace04a6a,83,late,1,A,1,1,5,4,Sequence_T3_572,1,verify,4,5,0.1428571428571428,3.857142857142857
anon_9d41a710ace04a6a,83,late,1,A,1,1,6,5,Sequence_T1_6484,1,verify,4,5,0.1428571428571428,3.857142857142857
anon_9d41a710ace04a6a,83,late,1,A,1,1,7,6,Sequence_T1_1303,1,verify,3,4,-0.8571428571428572,3.857142857142857
anon_9d41a710ace04a6a,83,late,1,A,1,1,8,7,Sequence_T2_1728,1,verify,4,5,0.1428571428571428,3.857142857142857
anon_9da5f7f352075a0c,96,late,1,B,0,1,2,1,Sequence_T3_6325,0,never,2,3,0.0,2.0
anon_9da5f7f352075a0c,96,late,1,B,0,1,3,2,Sequence_T1_6484,0,never,2,3,0.0,2.0
anon_9da5f7f352075a0c,96,late,1,B,0,1,4,3,Sequence_T1_1303,0,never,2,3,0.0,2.0
anon_9da5f7f352075a0c,96,late,1,B,0,1,5,4,Sequence_T1_5310,0,never,3,4,1.0,2.0
anon_9da5f7f352075a0c,96,late,1,B,0,1,6,5,Sequence_T3_572,0,never,3,4,1.0,2.0
anon_9da5f7f352075a0c,96,late,1,B,0,1,7,6,Sequence_T1_4301,2,totally,1,2,-1.0,2.0
anon_9da5f7f352075a0c,96,late,1,B,0,1,8,7,Sequence_T2_1728,0,never,1,2,-1.0,2.0
anon_9e4b2c4fdc254972,58,early,0,C,1,0,2,1,Sequence_T1_5310,1,verify,4,5,0.1428571428571428,3.857142857142857
anon_9e4b2c4fdc254972,58,early,0,C,1,0,3,2,Sequence_T2_1728,1,verify,4,5,0.1428571428571428,3.857142857142857
anon_9e4b2c4fdc254972,58,early,0,C,1,0,4,3,Sequence_T1_4301,1,verify,4,5,0.1428571428571428,3.857142857142857
anon_9e4b2c4fdc254972,58,early,0,C,1,0,5,4,Sequence_T3_572,1,verify,4,5,0.1428571428571428,3.857142857142857
anon_9e4b2c4fdc254972,58,early,0,C,1,0,6,5,Sequence_T3_6325,1,verify,4,5,0.1428571428571428,3.857142857142857
anon_9e4b2c4fdc254972,58,early,0,C,1,0,7,6,Sequence_T1_1303,1,verify,4,5,0.1428571428571428,3.857142857142857
anon_9e4b2c4fdc254972,58,early,0,C,1,0,8,7,Sequence_T1_6484,0,never,3,4,-0.8571428571428572,3.857142857142857
anon_a3b2df84318fd0d9,28,early,0,B,0,0,2,1,Sequence_T1_5310,2,totally,4,5,0.1428571428571428,3.857142857142857
anon_a3b2df84318fd0d9,28,early,0,B,0,0,3,2,Sequence_T2_1728,2,totally,4,5,0.1428571428571428,3.857142857142857
anon_a3b2df84318fd0d9,28,early,0,B,0,0,4,3,Sequence_T1_4301,2,totally,4,5,0.1428571428571428,3.857142857142857
anon_a3b2df84318fd0d9,28,early,0,B,0,0,5,4,Sequence_T3_572,2,totally,4,5,0.1428571428571428,3.857142857142857
anon_a3b2df84318fd0d9,28,early,0,B,0,0,6,5,Sequence_T3_6325,2,totally,4,5,0.1428571428571428,3.857142857142857
anon_a3b2df84318fd0d9,28,early,0,B,0,0,7,6,Sequence_T1_1303,2,totally,3,4,-0.8571428571428572,3.857142857142857
anon_a3b2df84318fd0d9,28,early,0,B,0,0,8,7,Sequence_T1_6484,2,totally,4,5,0.1428571428571428,3.857142857142857
anon_a51c2ffb3ca45328,101,late,1,C,1,0,2,1,Sequence_T3_572,0,never,2,3,0.1428571428571428,1.8571428571428572
anon_a51c2ffb3ca45328,101,late,1,C,1,0,3,2,Sequence_T1_1303,0,never,1,2,-0.8571428571428572,1.8571428571428572
anon_a51c2ffb3ca45328,101,late,1,C,1,0,4,3,Sequence_T1_6484,1,verify,2,3,0.1428571428571428,1.8571428571428572
anon_a51c2ffb3ca45328,101,late,1,C,1,0,5,4,Sequence_T1_5310,1,verify,2,3,0.1428571428571428,1.8571428571428572
anon_a51c2ffb3ca45328,101,late,1,C,1,0,6,5,Sequence_T3_6325,0,never,2,3,0.1428571428571428,1.8571428571428572
anon_a51c2ffb3ca45328,101,late,1,C,1,0,7,6,Sequence_T1_4301,1,verify,2,3,0.1428571428571428,1.8571428571428572
anon_a51c2ffb3ca45328,101,late,1,C,1,0,8,7,Sequence_T2_1728,0,never,2,3,0.1428571428571428,1.8571428571428572
anon_a6b2e67a0b92f18c,113,late,1,D,0,0,2,1,Sequence_T1_5310,0,never,2,3,0.0,2.0
anon_a6b2e67a0b92f18c,113,late,1,D,0,0,3,2,Sequence_T1_4301,0,never,2,3,0.0,2.0
anon_a6b2e67a0b92f18c,113,late,1,D,0,0,4,3,Sequence_T3_6325,0,never,2,3,0.0,2.0
anon_a6b2e67a0b92f18c,113,late,1,D,0,0,5,4,Sequence_T3_572,0,never,2,3,0.0,2.0
anon_a6b2e67a0b92f18c,113,late,1,D,0,0,6,5,Sequence_T2_1728,0,never,2,3,0.0,2.0
anon_a6b2e67a0b92f18c,113,late,1,D,0,0,7,6,Sequence_T1_1303,0,never,2,3,0.0,2.0
anon_a6b2e67a0b92f18c,113,late,1,D,0,0,8,7,Sequence_T1_6484,0,never,2,3,0.0,2.0
anon_b03a5e2f6c33a0a8,85,late,1,C,1,0,2,1,Sequence_T1_5310,1,verify,3,4,0.8571428571428572,2.142857142857143
anon_b03a5e2f6c33a0a8,85,late,1,C,1,0,3,2,Sequence_T1_6484,1,verify,2,3,-0.1428571428571428,2.142857142857143
anon_b03a5e2f6c33a0a8,85,late,1,C,1,0,4,3,Sequence_T3_6325,1,verify,2,3,-0.1428571428571428,2.142857142857143
anon_b03a5e2f6c33a0a8,85,late,1,C,1,0,5,4,Sequence_T2_1728,1,verify,2,3,-0.1428571428571428,2.142857142857143
anon_b03a5e2f6c33a0a8,85,late,1,C,1,0,6,5,Sequence_T1_1303,1,verify,2,3,-0.1428571428571428,2.142857142857143
anon_b03a5e2f6c33a0a8,85,late,1,C,1,0,7,6,Sequence_T1_4301,1,verify,2,3,-0.1428571428571428,2.142857142857143
anon_b03a5e2f6c33a0a8,85,late,1,C,1,0,8,7,Sequence_T3_572,1,verify,2,3,-0.1428571428571428,2.142857142857143
anon_b64901d0b663f7a7,52,early,0,A,1,0,2,1,Sequence_T1_5310,1,verify,3,4,-0.4285714285714284,3.4285714285714284
anon_b64901d0b663f7a7,52,early,0,A,1,0,3,2,Sequence_T2_1728,1,verify,3,4,-0.4285714285714284,3.4285714285714284
anon_b64901d0b663f7a7,52,early,0,A,1,0,4,3,Sequence_T1_4301,1,verify,3,4,-0.4285714285714284,3.4285714285714284
anon_b64901d0b663f7a7,52,early,0,A,1,0,5,4,Sequence_T3_572,2,totally,3,4,-0.4285714285714284,3.4285714285714284
anon_b64901d0b663f7a7,52,early,0,A,1,0,6,5,Sequence_T3_6325,2,totally,4,5,0.5714285714285716,3.4285714285714284
anon_b64901d0b663f7a7,52,early,0,A,1,0,7,6,Sequence_T1_1303,1,verify,4,5,0.5714285714285716,3.4285714285714284
anon_b64901d0b663f7a7,52,early,0,A,1,0,8,7,Sequence_T1_6484,1,verify,4,5,0.5714285714285716,3.4285714285714284
anon_b6db4e38b9e93084,109,late,1,C,1,0,2,1,Sequence_T1_5310,1,verify,2,3,-0.1428571428571428,2.142857142857143
anon_b6db4e38b9e93084,109,late,1,C,1,0,3,2,Sequence_T3_572,1,verify,3,4,0.8571428571428572,2.142857142857143
anon_b6db4e38b9e93084,109,late,1,C,1,0,4,3,Sequence_T1_6484,1,verify,2,3,-0.1428571428571428,2.142857142857143
anon_b6db4e38b9e93084,109,late,1,C,1,0,5,4,Sequence_T3_6325,1,verify,2,3,-0.1428571428571428,2.142857142857143
anon_b6db4e38b9e93084,109,late,1,C,1,0,6,5,Sequence_T1_4301,1,verify,2,3,-0.1428571428571428,2.142857142857143
anon_b6db4e38b9e93084,109,late,1,C,1,0,7,6,Sequence_T2_1728,1,verify,3,4,0.8571428571428572,2.142857142857143
anon_b6db4e38b9e93084,109,late,1,C,1,0,8,7,Sequence_T1_1303,1,verify,1,2,-1.1428571428571428,2.142857142857143
anon_b9e12eb77f334f38,91,late,1,D,0,0,2,1,Sequence_T1_5310,0,never,2,3,0.0,2.0
anon_b9e12eb77f334f38,91,late,1,D,0,0,3,2,Sequence_T1_4301,0,never,2,3,0.0,2.0
anon_b9e12eb77f334f38,91,late,1,D,0,0,4,3,Sequence_T1_1303,0,never,2,3,0.0,2.0
anon_b9e12eb77f334f38,91,late,1,D,0,0,5,4,Sequence_T1_6484,0,never,2,3,0.0,2.0
anon_b9e12eb77f334f38,91,late,1,D,0,0,6,5,Sequence_T3_6325,0,never,2,3,0.0,2.0
anon_b9e12eb77f334f38,91,late,1,D,0,0,7,6,Sequence_T2_1728,0,never,2,3,0.0,2.0
anon_b9e12eb77f334f38,91,late,1,D,0,0,8,7,Sequence_T3_572,0,never,2,3,0.0,2.0
anon_bb0bcdd1d2afc251,33,early,0,B,0,0,2,1,Sequence_T1_5310,1,verify,3,4,0.0,3.0
anon_bb0bcdd1d2afc251,33,early,0,B,0,0,3,2,Sequence_T2_1728,1,verify,3,4,0.0,3.0
anon_bb0bcdd1d2afc251,33,early,0,B,0,0,4,3,Sequence_T1_4301,1,verify,3,4,0.0,3.0
anon_bb0bcdd1d2afc251,33,early,0,B,0,0,5,4,Sequence_T3_572,1,verify,3,4,0.0,3.0
anon_bb0bcdd1d2afc251,33,early,0,B,0,0,6,5,Sequence_T3_6325,1,verify,3,4,0.0,3.0
anon_bb0bcdd1d2afc251,33,early,0,B,0,0,7,6,Sequence_T1_1303,1,verify,3,4,0.0,3.0
anon_bb0bcdd1d2afc251,33,early,0,B,0,0,8,7,Sequence_T1_6484,1,verify,3,4,0.0,3.0
anon_bf129ccc025e939a,59,early,0,A,1,0,2,1,Sequence_T1_5310,2,totally,3,4,0.0,3.0
anon_bf129ccc025e939a,59,early,0,A,1,0,3,2,Sequence_T2_1728,1,verify,3,4,0.0,3.0
anon_bf129ccc025e939a,59,early,0,A,1,0,4,3,Sequence_T1_4301,1,verify,2,3,-1.0,3.0
anon_bf129ccc025e939a,59,early,0,A,1,0,5,4,Sequence_T3_572,2,totally,3,4,0.0,3.0
anon_bf129ccc025e939a,59,early,0,A,1,0,6,5,Sequence_T3_6325,1,verify,3,4,0.0,3.0
anon_bf129ccc025e939a,59,early,0,A,1,0,7,6,Sequence_T1_1303,1,verify,3,4,0.0,3.0
anon_bf129ccc025e939a,59,early,0,A,1,0,8,7,Sequence_T1_6484,2,totally,4,5,1.0,3.0
anon_bfa10a59ddcdb801,107,late,1,C,1,0,2,1,Sequence_T1_6484,1,verify,3,4,0.0,3.0
anon_bfa10a59ddcdb801,107,late,1,C,1,0,3,2,Sequence_T2_1728,1,verify,3,4,0.0,3.0
anon_bfa10a59ddcdb801,107,late,1,C,1,0,4,3,Sequence_T3_6325,1,verify,3,4,0.0,3.0
anon_bfa10a59ddcdb801,107,late,1,C,1,0,5,4,Sequence_T3_572,1,verify,3,4,0.0,3.0
anon_bfa10a59ddcdb801,107,late,1,C,1,0,6,5,Sequence_T1_4301,1,verify,3,4,0.0,3.0
anon_bfa10a59ddcdb801,107,late,1,C,1,0,7,6,Sequence_T1_5310,1,verify,3,4,0.0,3.0
anon_bfa10a59ddcdb801,107,late,1,C,1,0,8,7,Sequence_T1_1303,1,verify,3,4,0.0,3.0
anon_c04dda40e067830f,23,early,0,C,1,0,2,1,Sequence_T1_5310,1,verify,3,4,0.5714285714285716,2.4285714285714284
anon_c04dda40e067830f,23,early,0,C,1,0,3,2,Sequence_T2_1728,1,verify,2,3,-0.4285714285714284,2.4285714285714284
anon_c04dda40e067830f,23,early,0,C,1,0,4,3,Sequence_T1_4301,1,verify,2,3,-0.4285714285714284,2.4285714285714284
anon_c04dda40e067830f,23,early,0,C,1,0,5,4,Sequence_T3_572,1,verify,3,4,0.5714285714285716,2.4285714285714284
anon_c04dda40e067830f,23,early,0,C,1,0,6,5,Sequence_T3_6325,1,verify,2,3,-0.4285714285714284,2.4285714285714284
anon_c04dda40e067830f,23,early,0,C,1,0,7,6,Sequence_T1_1303,1,verify,3,4,0.5714285714285716,2.4285714285714284
anon_c04dda40e067830f,23,early,0,C,1,0,8,7,Sequence_T1_6484,1,verify,2,3,-0.4285714285714284,2.4285714285714284
anon_c37e439290c623b2,84,late,1,A,1,1,2,1,Sequence_T1_6484,1,verify,3,4,0.2857142857142856,2.7142857142857144
anon_c37e439290c623b2,84,late,1,A,1,1,3,2,Sequence_T1_5310,1,verify,3,4,0.2857142857142856,2.7142857142857144
anon_c37e439290c623b2,84,late,1,A,1,1,4,3,Sequence_T2_1728,1,verify,2,3,-0.7142857142857144,2.7142857142857144
anon_c37e439290c623b2,84,late,1,A,1,1,5,4,Sequence_T3_6325,1,verify,2,3,-0.7142857142857144,2.7142857142857144
anon_c37e439290c623b2,84,late,1,A,1,1,6,5,Sequence_T3_572,1,verify,3,4,0.2857142857142856,2.7142857142857144
anon_c37e439290c623b2,84,late,1,A,1,1,7,6,Sequence_T1_4301,1,verify,3,4,0.2857142857142856,2.7142857142857144
anon_c37e439290c623b2,84,late,1,A,1,1,8,7,Sequence_T1_1303,1,verify,3,4,0.2857142857142856,2.7142857142857144
anon_d154b05c4a328f10,56,early,0,D,0,0,2,1,Sequence_T1_5310,1,verify,3,4,0.0,3.0
anon_d154b05c4a328f10,56,early,0,D,0,0,3,2,Sequence_T2_1728,1,verify,3,4,0.0,3.0
anon_d154b05c4a328f10,56,early,0,D,0,0,4,3,Sequence_T1_4301,1,verify,3,4,0.0,3.0
anon_d154b05c4a328f10,56,early,0,D,0,0,5,4,Sequence_T3_572,2,totally,3,4,0.0,3.0
anon_d154b05c4a328f10,56,early,0,D,0,0,6,5,Sequence_T3_6325,2,totally,3,4,0.0,3.0
anon_d154b05c4a328f10,56,early,0,D,0,0,7,6,Sequence_T1_1303,2,totally,3,4,0.0,3.0
anon_d154b05c4a328f10,56,early,0,D,0,0,8,7,Sequence_T1_6484,2,totally,3,4,0.0,3.0
anon_d30c3d9f6e80259c,75,late,1,A,1,1,2,1,Sequence_T1_1303,1,verify,3,4,0.4285714285714284,2.5714285714285716
anon_d30c3d9f6e80259c,75,late,1,A,1,1,3,2,Sequence_T1_6484,1,verify,3,4,0.4285714285714284,2.5714285714285716
anon_d30c3d9f6e80259c,75,late,1,A,1,1,4,3,Sequence_T3_6325,1,verify,2,3,-0.5714285714285716,2.5714285714285716
anon_d30c3d9f6e80259c,75,late,1,A,1,1,5,4,Sequence_T2_1728,1,verify,3,4,0.4285714285714284,2.5714285714285716
anon_d30c3d9f6e80259c,75,late,1,A,1,1,6,5,Sequence_T1_4301,1,verify,2,3,-0.5714285714285716,2.5714285714285716
anon_d30c3d9f6e80259c,75,late,1,A,1,1,7,6,Sequence_T1_5310,1,verify,3,4,0.4285714285714284,2.5714285714285716
anon_d30c3d9f6e80259c,75,late,1,A,1,1,8,7,Sequence_T3_572,1,verify,2,3,-0.5714285714285716,2.5714285714285716
anon_dbcbf207d3f3bd1e,79,late,1,C,1,0,2,1,Sequence_T3_572,1,verify,2,3,0.8571428571428572,1.1428571428571428
anon_dbcbf207d3f3bd1e,79,late,1,C,1,0,3,2,Sequence_T1_1303,1,verify,1,2,-0.1428571428571428,1.1428571428571428
anon_dbcbf207d3f3bd1e,79,late,1,C,1,0,4,3,Sequence_T3_6325,1,verify,1,2,-0.1428571428571428,1.1428571428571428
anon_dbcbf207d3f3bd1e,79,late,1,C,1,0,5,4,Sequence_T1_5310,1,verify,1,2,-0.1428571428571428,1.1428571428571428
anon_dbcbf207d3f3bd1e,79,late,1,C,1,0,6,5,Sequence_T1_6484,1,verify,1,2,-0.1428571428571428,1.1428571428571428
anon_dbcbf207d3f3bd1e,79,late,1,C,1,0,7,6,Sequence_T1_4301,1,verify,1,2,-0.1428571428571428,1.1428571428571428
anon_dbcbf207d3f3bd1e,79,late,1,C,1,0,8,7,Sequence_T2_1728,1,verify,1,2,-0.1428571428571428,1.1428571428571428
anon_dcf65ddb9d9dad87,39,early,0,B,0,0,2,1,Sequence_T1_5310,1,verify,3,4,0.8571428571428572,2.142857142857143
anon_dcf65ddb9d9dad87,39,early,0,B,0,0,3,2,Sequence_T2_1728,1,verify,3,4,0.8571428571428572,2.142857142857143
anon_dcf65ddb9d9dad87,39,early,0,B,0,0,4,3,Sequence_T1_4301,1,verify,3,4,0.8571428571428572,2.142857142857143
anon_dcf65ddb9d9dad87,39,early,0,B,0,0,5,4,Sequence_T3_572,1,verify,2,3,-0.1428571428571428,2.142857142857143
anon_dcf65ddb9d9dad87,39,early,0,B,0,0,6,5,Sequence_T3_6325,1,verify,1,2,-1.1428571428571428,2.142857142857143
anon_dcf65ddb9d9dad87,39,early,0,B,0,0,7,6,Sequence_T1_1303,1,verify,1,2,-1.1428571428571428,2.142857142857143
anon_dcf65ddb9d9dad87,39,early,0,B,0,0,8,7,Sequence_T1_6484,1,verify,2,3,-0.1428571428571428,2.142857142857143
anon_e03f409fa2d7db3e,64,early,0,B,0,0,2,1,Sequence_T1_5310,1,verify,3,4,0.0,3.0
anon_e03f409fa2d7db3e,64,early,0,B,0,0,3,2,Sequence_T2_1728,1,verify,3,4,0.0,3.0
anon_e03f409fa2d7db3e,64,early,0,B,0,0,4,3,Sequence_T1_4301,1,verify,3,4,0.0,3.0
anon_e03f409fa2d7db3e,64,early,0,B,0,0,5,4,Sequence_T3_572,1,verify,3,4,0.0,3.0
anon_e03f409fa2d7db3e,64,early,0,B,0,0,6,5,Sequence_T3_6325,1,verify,3,4,0.0,3.0
anon_e03f409fa2d7db3e,64,early,0,B,0,0,7,6,Sequence_T1_1303,1,verify,3,4,0.0,3.0
anon_e03f409fa2d7db3e,64,early,0,B,0,0,8,7,Sequence_T1_6484,1,verify,3,4,0.0,3.0
anon_e82d550a5a72a6b6,92,late,1,C,1,0,2,1,Sequence_T3_572,1,verify,2,3,0.4285714285714286,1.5714285714285714
anon_e82d550a5a72a6b6,92,late,1,C,1,0,3,2,Sequence_T1_5310,1,verify,3,4,1.4285714285714286,1.5714285714285714
anon_e82d550a5a72a6b6,92,late,1,C,1,0,4,3,Sequence_T3_6325,0,never,1,2,-0.5714285714285714,1.5714285714285714
anon_e82d550a5a72a6b6,92,late,1,C,1,0,5,4,Sequence_T1_4301,0,never,1,2,-0.5714285714285714,1.5714285714285714
anon_e82d550a5a72a6b6,92,late,1,C,1,0,6,5,Sequence_T2_1728,1,verify,1,2,-0.5714285714285714,1.5714285714285714
anon_e82d550a5a72a6b6,92,late,1,C,1,0,7,6,Sequence_T1_1303,1,verify,2,3,0.4285714285714286,1.5714285714285714
anon_e82d550a5a72a6b6,92,late,1,C,1,0,8,7,Sequence_T1_6484,1,verify,1,2,-0.5714285714285714,1.5714285714285714
anon_eef796a120cac1cd,57,early,0,B,0,0,2,1,Sequence_T1_5310,0,never,2,3,0.1428571428571428,1.8571428571428572
anon_eef796a120cac1cd,57,early,0,B,0,0,3,2,Sequence_T2_1728,0,never,1,2,-0.8571428571428572,1.8571428571428572
anon_eef796a120cac1cd,57,early,0,B,0,0,4,3,Sequence_T1_4301,0,never,2,3,0.1428571428571428,1.8571428571428572
anon_eef796a120cac1cd,57,early,0,B,0,0,5,4,Sequence_T3_572,0,never,2,3,0.1428571428571428,1.8571428571428572
anon_eef796a120cac1cd,57,early,0,B,0,0,6,5,Sequence_T3_6325,0,never,2,3,0.1428571428571428,1.8571428571428572
anon_eef796a120cac1cd,57,early,0,B,0,0,7,6,Sequence_T1_1303,1,verify,2,3,0.1428571428571428,1.8571428571428572
anon_eef796a120cac1cd,57,early,0,B,0,0,8,7,Sequence_T1_6484,0,never,2,3,0.1428571428571428,1.8571428571428572
anon_f4a13649e5df4d82,114,late,1,C,1,0,2,1,Sequence_T3_572,1,verify,1,2,-1.4285714285714284,2.4285714285714284
anon_f4a13649e5df4d82,114,late,1,C,1,0,3,2,Sequence_T1_1303,1,verify,1,2,-1.4285714285714284,2.4285714285714284
anon_f4a13649e5df4d82,114,late,1,C,1,0,4,3,Sequence_T1_5310,2,totally,3,4,0.5714285714285716,2.4285714285714284
anon_f4a13649e5df4d82,114,late,1,C,1,0,5,4,Sequence_T2_1728,2,totally,3,4,0.5714285714285716,2.4285714285714284
anon_f4a13649e5df4d82,114,late,1,C,1,0,6,5,Sequence_T1_6484,2,totally,3,4,0.5714285714285716,2.4285714285714284
anon_f4a13649e5df4d82,114,late,1,C,1,0,7,6,Sequence_T3_6325,2,totally,3,4,0.5714285714285716,2.4285714285714284
anon_f4a13649e5df4d82,114,late,1,C,1,0,8,7,Sequence_T1_4301,2,totally,3,4,0.5714285714285716,2.4285714285714284
anon_f95ed4b10da356c0,31,early,0,D,0,0,2,1,Sequence_T1_5310,0,never,2,3,-0.1428571428571428,2.142857142857143
anon_f95ed4b10da356c0,31,early,0,D,0,0,3,2,Sequence_T2_1728,1,verify,3,4,0.8571428571428572,2.142857142857143
anon_f95ed4b10da356c0,31,early,0,D,0,0,4,3,Sequence_T1_4301,1,verify,2,3,-0.1428571428571428,2.142857142857143
anon_f95ed4b10da356c0,31,early,0,D,0,0,5,4,Sequence_T3_572,1,verify,2,3,-0.1428571428571428,2.142857142857143
anon_f95ed4b10da356c0,31,early,0,D,0,0,6,5,Sequence_T3_6325,1,verify,2,3,-0.1428571428571428,2.142857142857143
anon_f95ed4b10da356c0,31,early,0,D,0,0,7,6,Sequence_T1_1303,1,verify,2,3,-0.1428571428571428,2.142857142857143
anon_f95ed4b10da356c0,31,early,0,D,0,0,8,7,Sequence_T1_6484,1,verify,2,3,-0.1428571428571428,2.142857142857143
